naive,1,0,0.008648395538330078
tensor,1,0,0.0037996768951416016
naive,1,1,0.003191709518432617
tensor,1,1,0.003662109375
naive,1,2,0.005024433135986328
tensor,1,2,0.0028891563415527344
naive,1,3,0.0036592483520507812
tensor,1,3,0.0031914710998535156
naive,1,4,0.0037217140197753906
tensor,1,4,0.0031785964965820312
naive,1,5,0.003502368927001953
tensor,1,5,0.0031850337982177734
naive,1,6,0.0032579898834228516
tensor,1,6,0.003124237060546875
naive,1,7,0.0025472640991210938
tensor,1,7,0.003281116485595703
naive,1,8,0.003473043441772461
tensor,1,8,0.0032050609588623047
naive,1,9,0.003644227981567383
tensor,1,9,0.0028181076049804688
naive,2,0,0.005126953125
tensor,2,0,0.003383636474609375
naive,2,1,0.004507541656494141
tensor,2,1,0.002725839614868164
naive,2,2,0.005051136016845703
tensor,2,2,0.0032706260681152344
naive,2,3,0.004374027252197266
tensor,2,3,0.003339529037475586
naive,2,4,0.004040956497192383
tensor,2,4,0.00410914421081543
naive,2,5,0.005681037902832031
tensor,2,5,0.003512144088745117
naive,2,6,0.003970146179199219
tensor,2,6,0.002969026565551758
naive,2,7,0.003160715103149414
tensor,2,7,0.0029134750366210938
naive,2,8,0.00416254997253418
tensor,2,8,0.0037055015563964844
naive,2,9,0.0034558773040771484
tensor,2,9,0.002727031707763672
naive,5,0,0.01200556755065918
tensor,5,0,0.0032846927642822266
naive,5,1,0.016336917877197266
tensor,5,1,0.0028464794158935547
naive,5,2,0.014440059661865234
tensor,5,2,0.0032203197479248047
naive,5,3,0.013432025909423828
tensor,5,3,0.002790689468383789
naive,5,4,0.01598978042602539
tensor,5,4,0.0038378238677978516
naive,5,5,0.012258529663085938
tensor,5,5,0.0026760101318359375
naive,5,6,0.010416030883789062
tensor,5,6,0.0026581287384033203
naive,5,7,0.012002706527709961
tensor,5,7,0.005731821060180664
naive,5,8,0.013209104537963867
tensor,5,8,0.0029458999633789062
naive,5,9,0.01094961166381836
tensor,5,9,0.004217386245727539
naive,10,0,2.0258846282958984
tensor,10,0,0.006775617599487305
naive,10,1,1.952925443649292
tensor,10,1,0.00686335563659668
naive,10,2,1.9755678176879883
tensor,10,2,0.0065708160400390625
naive,10,3,1.9923741817474365
tensor,10,3,0.007366657257080078
naive,10,4,2.0430474281311035
tensor,10,4,0.00894618034362793
naive,10,5,2.0106804370880127
tensor,10,5,0.0064792633056640625
naive,10,6,2.0447046756744385
tensor,10,6,0.005341053009033203
naive,10,7,2.004676580429077
tensor,10,7,0.006078004837036133
naive,10,8,1.9981544017791748
tensor,10,8,0.00543665885925293
naive,10,9,1.9942047595977783
tensor,10,9,0.006218910217285156
naive,12,0,30.3494815826416
tensor,12,0,0.015811920166015625
naive,12,1,30.401859760284424
tensor,12,1,0.016643762588500977
naive,12,2,30.543220281600952
tensor,12,2,0.016203641891479492
naive,12,3,30.273620128631592
tensor,12,3,0.012518882751464844
naive,12,4,30.45362687110901
tensor,12,4,0.017663002014160156
naive,12,5,30.283437252044678
tensor,12,5,0.01581740379333496
naive,12,6,34.09124159812927
tensor,12,6,0.014036417007446289
naive,12,7,32.12989354133606
tensor,12,7,0.012418031692504883
naive,12,8,30.713576078414917
tensor,12,8,0.01639866828918457
naive,12,9,31.927366733551025
tensor,12,9,0.012933969497680664
tensor,15,0,0.08707618713378906
tensor,15,1,0.08958911895751953
tensor,15,2,0.08181428909301758
tensor,15,3,0.08643102645874023
tensor,15,4,0.08682918548583984
tensor,15,5,0.07279181480407715
tensor,15,6,0.08015871047973633
tensor,15,7,0.0804741382598877
tensor,15,8,0.08676576614379883
tensor,15,9,0.08443546295166016
tensor,20,0,2.846958637237549
tensor,20,1,2.664093255996704
tensor,20,2,2.781161069869995
tensor,20,3,2.8524367809295654
tensor,20,4,2.4995641708374023
tensor,20,5,3.0252647399902344
tensor,20,6,2.7241616249084473
tensor,20,7,2.743469715118408
tensor,20,8,2.904914379119873
tensor,20,9,3.1237385272979736
tensor,25,0,76.36842370033264
tensor,25,1,76.7890739440918
tensor,25,2,70.98135137557983
tensor,25,3,72.14359259605408
tensor,25,4,74.48629903793335
tensor,25,5,71.33929491043091
tensor,25,6,75.05257320404053
tensor,25,7,83.20402503013611
tensor,25,8,69.37435030937195
tensor,25,9,70.050852060318
tensor,28,0,612.609500169754
tensor,28,1,621.9107000827789
tensor,28,2,617.9996147155762
tensor,28,3,597.5571520328522
tensor,28,4,594.4283964633942
tensor,28,5,619.1598176956177
tensor,28,6,597.4594655036926
tensor,28,7,618.9472000598907
tensor,28,8,593.0305552482605
tensor,28,9,583.8416931629181
